"U.M.","Nombre","Desc. item","MARCA","Referencia","Nombre archivo","Precio unitario","Existencia","Columna 1","Desc. detalle ext. 1","Extensión final"
"UND ","CINTA PAPEL 0.5cmX100mt","CINTA PAPEL 0.5cmX100mt","JAIS","2759","2759.png","$918","0","2","AZL REY O","Azul Rey O"
"UND ","SOLDADURA TANGIT SANITARIO","SOLDADURA TANGIT SANITARIO 50ml","HENKEL LTDA","2767","2767.png","$1.830","60","21","GN ","Genérico"
"UND ","MADERAS FRUTA MANZANA NRO 7","MADERAS FRUTA MANZANA NRO 7","MADERA ARTESANAL LA 15","2790","2790.png","$1.490","40","1","GN ","Genérico"
"UND ","PEGANTE PEGAJOSO","PEGANTE 20cc PEGAJOSO 864uds 24uds","ABAOS","2827","2827.png","$199","80","1","GN ","Genérico"
"UND ","ESCUADRA PAPER MATE","ESCUADRA PAPER MATE 20cms x24uds","SANFORD","2839","2839.png","$990","0","3","45 GRADOS","45 Grados"
"UND ","ESCUADRA PAPER MATE","ESCUADRA PAPER MATE 20cms x24uds","SANFORD","2839","2839.png","$990","0","17","60 GRADOS","60 Grados"
"UND ","PAPEL BOND CARTA COLORES","PAPEL BOND 75Grms CARTA x 20hjs COLORES","PACARCOL LTDA","2853","2853.png","$864","0","10","AMARILLO ","Amarillo "
"UND ","PAPEL BOND CARTA COLORES","PAPEL BOND 75Grms CARTA x 20hjs COLORES","PACARCOL LTDA","2853","2853.png","$864","0","10","ROSADO ","Rosado "
"UND ","CINTA EMPAQUE TESA","CINTA EMPAQ TESA 48x200mtr cj/36uds","BEIERDORSF","2885","2885.png","$10.364","22","11","GN ","Genérico"
"UND ","CINTA EMPAQUE TESA","CINTA EMPAQ TESA 48x200mtr cj/36uds","BEIERDORSF","2885","2885.png","$10.364","22","100","GN ","Genérico"
"UND ","NAV DELANTAL NAVIDENO","NAV DELANTAL NAVIDENO","NAVI","2919","2919.png","$6.480","0","2","GN ","Genérico"
"UND ","PLAST NESSAN ESCOLARx24uds","PLAST NESSAN ESCOLARx24uds","NESSAN","2924","2924.png","$1.451","52","4","GN ","Genérico"
"UND ","NAV CAMPANA NRO 12 ICOPOR","NAV CAMPANA NRO 12 ICOPOR","PALMIPOR","2932","2932.png","$476","28","2","GN ","Genérico"
"UND ","PORTAM INFANTIL (CEPILLO DIENTES)","PORTAM INFANTIL (CEPILLO DIENTES)","IMPORTACIONES ARISTGOM","2937","2937.png","$17","28","16","GN ","Genérico"
"UND ","MADERAS FRUTA PERA NRO 7","MADERAS FRUTA PERA NRO 7","MADERA ARTESANAL LA 15","2938","2938.png","$1.490","40","1","GN ","Genérico"
"UND ","MORRAL TRON DE DISNEY","MORRAL TRON DE DISNEY","DISTRIBUIDORA NALSANI","2968","2968.png","$50.309","64","1","GN ","Genérico"
"UND ","PAPEL FILIGRANA PLANTILLA","PAPEL FILIGRANA PLANTILLA","UNIVERSO PAPELERO","2993","2993.png","$756","0","27","GN ","Genérico"
"UND ","NAV GUIRNALDA FLX00219 DORADA","NAV GUIRNALDA FLX00219 DORADA","INACOL S A S","3026","3026.png","$2.089","80","1","GN ","Genérico"
"UND ","BOLÍGRAFO LAMY PERLA CLIP Y COLORES 204","BOLIG LAMY PERLA CLIP Y COLORES  204","ESTIBOL S.A.S","3053","3053.png","$15.453","72","1","AZUL ","Azul"
"UND ","CREYON DELGADO 8 HT","CREYON DELGADO X 8 HT","ANSERRA","3067","3067.png","$453","60","2","GN ","Genérico"
"UND ","BOLÍGRAFO SHINE RET 1.0 FARO","BOLIG SHINE RET 1.0 x2und FARO","INDUSTRIAS EL FARO","3069","3069.png","$6.805","8","2","GN ","Genérico"
"UND ","TONER H.P.CE505X Lj 2055dn","TONER H.P.CE505X Lj 2055dn 6500pg","IMPRESISTEM","3080","3080.png","$543.240","0","1","GN ","Genérico"
"UND ","NAV PICK FLX00053 ROJO/DORADO","NAV PICK FLX00053 ROJO/DORADO","INACOL S A S","3103","3103.png","$3.827","52","8","GN ","Genérico"
"UND ","BOLÍGRAFO LAMY LOGO ACERO Y COLOR 205","BOLIG LAMY LOGO ACERO Y COLOR  205","ESTIBOL S.A.S","3110","3110.png","$25.586","28","1","AZUL ","Azul"
"UND ","BOLÍGRAFO LAMY LOGO ACERO Y COLOR 205","BOLIG LAMY LOGO ACERO Y COLOR  205","ESTIBOL S.A.S","3110","3110.png","$25.586","28","1","VERDE ","Verde"
"UND ","TINTA MARCADOR SCHNEIDER 133","TINTA MARCADOR SCHNEIDER 133","SCRIPTECHNIK","3113","3113.png","$4.907","52","1","AZUL ","Azul"
"UND ","TINTA MARCADOR SCHNEIDER 133","TINTA MARCADOR SCHNEIDER 133","SCRIPTECHNIK","3113","3113.png","$4.907","52","1","ROJO ","Rojo"
"UND ","TINTA MARCADOR SCHNEIDER 133","TINTA MARCADOR SCHNEIDER 133","SCRIPTECHNIK","3113","3113.png","$4.907","52","1","VERDE ","Verde"
"UND ","NAV PORTA CHAPA RENO 1111 76","NAV PORTA CHAPA RENO 1111 76","DISTRICOP DECORACIONES","3117","3117.png","$7.834","32","1","GN ","Genérico"
"UND ","TINTA H.P.C49 940 3(AZUL)04(MAG)05(AMARILLO)","TINTA H.P.C49  940 3(AZUL)04(MAG)05(AMR)","IMPRESISTEM","3122","3122.png","$35.100","0","2","AMARILLO ","Amarillo "
"UND ","GLOBO METÁLICO ES UN NIÑO AZUL","GLOBO METÁLICO ES UN NIÑO AZUL","SEMPERTEX","3142","3142.png","$2.330","64","2","GN ","Genérico"
"UND ","LÁPIZ MIRADO DESIGN 24cj","LÁPIZ MIRADO x12uds  DESIGN x 288ud 24cj","SANFORD","3158","3158.png","$8.030","0","24","GN ","Genérico"
"UND ","LÁPIZ MIRADO DESIGN 24cj","LÁPIZ MIRADO x12uds  DESIGN x 288ud 24cj","SANFORD","3158","3158.png","$8.030","0","1.746","GN ","Genérico"
"UND ","FOMI SELLOS EN CUBO","FOMI SELLOS EN CUBO x 12uds","PAPELERIA ESTUDIANTIL","3169","3169.png","$6.882","84","1","GN ","Genérico"
"UND ","BOLÍGRAFO UNIBALL SIGNO RET NEGRO 307-24","BOLIG UNIBALL SIGNO RET 0.7mm NGR 307-24","INDUSTRIAS KORES","3237","3237.png","$3.819","81","2","GN ","Genérico"
"UND ","ROTULO ADHESIVO MERLETTO 6069357 CALCOMA","ROTULO ADHESIVO MERLETTO 6069357 CALCOMA","REPRESENTACIONES DISTRIEXITO LTDA","3250","3250.png","$1.128","60","5","GN ","Genérico"
"UND ","PINTURA ESC NORMA DIGITAL","PINTURA ESC NORMA DIGITAL x 6ud 50gr","CARVAJAL EDUCACION","3251","3251.png","$10.578","60","1","GN ","Genérico"
"UND ","PINTURA ESC NORMA DIGITAL","PINTURA ESC NORMA DIGITAL x 6ud 50gr","CARVAJAL EDUCACION","3251","3251.png","$10.578","60","10","GN ","Genérico"
"UND ","MADERAS CAND DOBLE PLATO REDONDO ALTO","MADERAS CAND DOBLE PLATO REDONDO ALTO","MADERA ARTESANAL LA 15","3254","3254.png","$5.130","0","1","GN ","Genérico"
"UND ","ROLLO CELOFAN 25mtrs DECORADO","ROLLO CELOFAN x 25mtrs DECORADO","PAPELES PRIMAVERA","3261","3261.png","$8.391","60","1","TODA OCAS","Toda Ocasión"
"UND ","RESALT FABER CAST GRIP","RESALT FABER CAST GRIP x10uds","TECNACRIL FABER CASTELL","3263","3263.png","$2.083","32","14","VERDE ","Verde"
"UND ","RESALT FABER CAST GRIP","RESALT FABER CAST GRIP x10uds","TECNACRIL FABER CASTELL","3263","3263.png","$2.083","32","27","AMARILLO ","Amarillo "
"UND ","RESALT FABER CAST GRIP","RESALT FABER CAST GRIP x10uds","TECNACRIL FABER CASTELL","3263","3263.png","$2.083","32","10","GRIS COBL","Gris Cobalto"
"UND ","RESALT FABER CAST GRIP","RESALT FABER CAST GRIP x10uds","TECNACRIL FABER CASTELL","3263","3263.png","$2.083","32","3","NARANJA ","Naranja"
"UND ","PESEBRE RECORDATORIO 1COMUNION BAUTIZO90","PESEBRE RECORDATORIO 1COMUNION BAUTIZO90","NAVI","3280","3280.png","$8.414","28","1","GN ","Genérico"
"UND ","TARJETA INVITACION PAQUETE/10uds","TARJETA INVITACION pqt/10uds","ROMESA","3286","3286.png","$648","0","12","COMUN NI ","Comunión Niño"
"UND ","TARJETA INVITACION PAQUETE/6uds","TARJETA INVITACION pqt/6uds","ROMESA","3287","3287.png","$532","44","30","FIESTA IN","No subir"
"UND ","HALL CORNETAS METALIZADAS","HALL CORNETAS METALIZADAS x6uds","SEMPERTEX","3299","3299.png","$2.451","60","14","GN ","Genérico"
"UND ","MARCADOR SECO LUXOR 600","MARCADOR SECO LUXOR 600","ROMESA","3304","3304.png","$652","32","1","AZUL ","Azul"
"UND ","MARCADOR SECO LUXOR 600","MARCADOR SECO LUXOR 600","ROMESA","3304","3304.png","$652","32","2","AZUL ","Azul"
"UND ","MARCADOR SECO LUXOR 600","MARCADOR SECO LUXOR 600","ROMESA","3304","3304.png","$652","32","1","NEGRO ","Negro"
"UND ","MARCADOR SECO LUXOR 600","MARCADOR SECO LUXOR 600","ROMESA","3304","3304.png","$652","32","1","ROJO ","Rojo"
"UND ","AGENDA POINTER PERMAN CUERO 2120/40/50","AGENDA POINTER PERMAN CUERO 2120/40/50","IMPROMARKAS","3319","3319.png","$11.760","0","27","GN ","Genérico"
"UND ","NAV FLOR FLQ03865 ARTIFICIAL ANIMAL","NAV FLOR FLQ03865 ARTIFICIAL ANIMAL","GIFT LATINOAMERICANA S.A.S","3321","3321.png","$5.011","20","24","GN ","Genérico"
"UND ","PLATO DESECHABLE DECORADO","PLATO DESECHABLE DECORADO x8uds","PAPELERIA ESTUDIANTIL","3329","3329.png","$540","0","31","GN ","Genérico"
"UND ","RESALT GEMA PERSONALITY","RESALT GEMA PERSONALITY cj/10uds","GENERAL METALICA","3331","3331.png","$327","24","1","AMARILLO ","Amarillo "
"UND ","MADERAS BASE c/3 TAPAS FIJAS OSCURA","MADERAS BASE c/3 TAPAS FIJAS OSCURA","MADERA ARTESANAL LA 15","3332","3332.png","$4.698","0","2","GN ","Genérico"
"UND ","ROLLO TIQUxud FUCSIA 1115","ROLLO TIQUxud FUCSIA 1115 x800uds","DIMATIC","3333","3333.png","$442","80","1","GN ","Genérico"
"UND ","LAMPARA DOBLE TUBO c/INTERRUPTOR ENCHUFE","LAMPARA DOBLE TUBO c/INTERRUPTOR ENCHUFE","3M DE COLOMBIA","3352","3352.png","$13.613","40","1","GN ","Genérico"
"UND ","FOMI FIGURAS NAVIDENAS","FOMI FIGURAS NAVIDENAS x6uds 2.0mm","PRODUVARIOS S.A.","3365","3365.png","$1.782","0","2","BASTONES ","No subir"
"UND ","FOMI FIGURAS NAVIDENAS","FOMI FIGURAS NAVIDENAS x6uds 2.0mm","PRODUVARIOS S.A.","3365","3365.png","$1.782","0","4","BOLAS NAV","Bolas Nav"
"UND ","CORDÓN ESCARAPELA REDONDO METRO","CORDÓN ESCARAPELA REDONDO x METRO","MARTIN ALONSO GOMEZ PINEDA","3371","3371.png","$41","4","64","AZUL ","Azul"
"UND ","MARCADOR TRA DOBLE PUNTA PERMANENTE","MARCADOR X TRA DOBLE PUNTA PERMANENTE","SCRIPTECHNIK","3378","3378.png","$1.209","60","1","NEGRO ","Negro"
"UND ","MARCADOR TRA DOBLE PUNTA PERMANENTE","MARCADOR X TRA DOBLE PUNTA PERMANENTE","SCRIPTECHNIK","3378","3378.png","$1.209","60","2","AZUL ","Azul"
"UND ","MADERAS LLAVE PORTA LLAVES","MADERAS LLAVE PORTA LLAVES","MADERA ARTESANAL LA 15","3428","3428.png","$1.728","0","1","GN ","Genérico"
"UND ","CUADERNO KOKIS TITINA CUADROS","CUAD KOKIS TITINA CUADROS cj/240uds","KOKI","3435","3435.png","$1.360","80","3","CUADROS ","Cuadros"
"UND ","CUADERNO ARGOLLADO BRITTO PEQUEÑO","CUAD ARG BRITTO PEQ","DVINNI LTDA","3444","3444.png","$1.080","0","1","CUADROS ","Cuadros"
"UND ","HALL ESPANTAPAJAROS COSIDO Y BORDADO","HALL ESPANTAPAJAROS COSIDO Y BORDADO","SEMPERTEX","3459","3459.png","$16.200","0","1","GN ","Genérico"
"UND ","NAV ARBOL VENECIA","NAV ARBOL VENECIA 1.80mt","INACOL S A S","3461","3461.png","$211.075","20","1","GN ","Genérico"
"UND ","CARTON MICROCOR PERLADO","CARTON MICROCOR 50x70 PERLADO","PAPELES PRIMAVERA","3493","3493.png","$1.323","0","7","CREMA ","Crema "
"UND ","PESEBRE LA SAGRADA FAMILIA","PESEBRE LA SAGRADA FAMILIA","TPOX","3504","3504.png","$5.907","60","1","GN ","Genérico"
"UND ","TINTA H.P.C5010DL 14 TRIC IMP CP1160","TINTA H.P.C5010DL  14 TRIC IMP CP1160","HEWLETTE PACKARD","3514","3514.png","$65.188","80","1","GN ","Genérico"
"UND ","TARJETA ADHES ESCOLAR p/CUADERNOS","TARJETA ADHES ESCOLAR p/CUADERNOS","IMPRENTAR LTDA","3516","3516.png","$864","0","29","GN ","Genérico"
"UND ","KIT MADERA P/COUNTRY 42/43/PAPA NOEL/40","KIT MADERA P/COUNTRY 42/43/PAPA NOEL/40","GLAN","3538","3538.png","$13.453","56","1","GN ","Genérico"
"UND ","NAV FLOR EN RESINA","NAV FLOR EN RESINA","DISTRICOP DECORACIONES","3551","3551.png","$2.160","0","4","GN ","Genérico"
"UND ","NAV CANTORES Y PAPA NOEL","NAV CANTORES Y PAPA NOEL","NAVI","3552","3552.png","$14.896","44","1","GN ","Genérico"
"UND ","FUSION RETARDANTE DE SECADO","FUSION RETARDANTE DE SECADO 60cc","FUSION LTDA","3572","3572.png","$1.650","24","1","GN ","Genérico"
"UND ","ESTRELLA EN RESINA CON LAGRIMA","ESTRELLA EN RESINA CON LAGRIMA","INVERSIONES EXITO","3604","3604.png","$5.400","0","4","GN ","Genérico"
"UND ","TARJETA DE PARA c/MUNECO TROQ bol/6uds","TARJETA DE PARA c/MUNECO TROQ bol/6uds","NAVI","3605","3605.png","$6.480","0","14","GN ","Genérico"
"UND ","SHAMPOO PARA PINCELES","SHAMPOO PARA PINCELES 60ml","DESTISOL LTDA","3615","3615.png","$1.911","60","5","GN ","Genérico"
"UND ","SHAMPOO PARA PINCELES","SHAMPOO PARA PINCELES 60ml","DESTISOL LTDA","3615","3615.png","$1.911","60","1","GN ","Genérico"
"UND ","ACUARELA 12 COLORES AR337","ACUARELA x 12 COLORES AR337 x288ud","MEGA DISTRIBUCIONES","3617","3617.png","$2.585","62","1","GN ","Genérico"
"UND ","FOMI ADHS DE FIGURAS","FOMI ADHS  DE FIGURAS","FORMAS Y COLORES","3624","3624.png","$1.128","60","74","GN ","Genérico"
"UND ","BOLSA CELOFAN MINI PRINCESAS","BOLSA CELOFAN MINI PRINCESAS","IMPORTACIONES ARISTGOM","3628","3628.png","$272","16","17","GN ","Genérico"
"UND ","NAV PESEBRES c/LUCES CERAMICA","NAV PESEBRES c/LUCES   CERAMICA","DISTRICOP DECORACIONES","3629","3629.png","$15.120","0","2","GN ","Genérico"
"UND ","TARJETA DE PARA TROQUEL bols/10uds","TARJETA DE PARA TROQUEL bols/10uds","NAVI","3630","3630.png","$3.240","0","8","GN ","Genérico"
"UND ","TARRO 30c,c, PARA LABORATORIO","TARRO 30c,c, PARA LABORATORIO","DOTAMEDICOS","3638","3638.png","$103","68","591","GN ","Genérico"
"UND ","FOMI NUMEROS GRANDES Y SIGNOS NEGROS","FOMI NUMEROS GRANDES Y SIGNOS NEGROS","PRODUVARIOS S.A.","3647","3647.png","$1.728","0","1","GN ","Genérico"
"UND ","FOMI MICROCORRUGADO PLIEGO FUERTES 2.0","FOMI MICROCORRUGADO PLIEGO FUERTES 2.0","PRODUVARIOS S.A.","3655","3655.png","$3.278","88","9","AGUAMARIN","Agua Marina"
"UND ","FOMI MICROCORRUGADO PLIEGO FUERTES 2.0","FOMI MICROCORRUGADO PLIEGO FUERTES 2.0","PRODUVARIOS S.A.","3655","3655.png","$3.278","88","6","AZL REY O","Azul Rey O"
"UND ","FOMI MICROCORRUGADO PLIEGO FUERTES 2.0","FOMI MICROCORRUGADO PLIEGO FUERTES 2.0","PRODUVARIOS S.A.","3655","3655.png","$3.278","88","4","MANGO ","Mango "
"UND ","FOMI MICROCORRUGADO PLIEGO FUERTES 2.0","FOMI MICROCORRUGADO PLIEGO FUERTES 2.0","PRODUVARIOS S.A.","3655","3655.png","$3.278","88","2","NARANJA ","Naranja"
"UND ","FOMI MICROCORRUGADO PLIEGO PASTELES","FOMI MICROCORRUGADO PLIEGO PASTELES","PRODUVARIOS S.A.","3657","3657.png","$2.830","68","2","TABC RUBI","Tabaco Rubio"
"UND ","FOMI MICROCORRUGADO PLIEGO BLANCO","FOMI MICROCORRUGADO PLIEGO BLANCO","PRODUVARIOS S.A.","3658","3658.png","$2.830","68","5","BLANCO ","Blanco "
"UND ","TINTA EPSON T041020 CLR C62/CX3200","TINTA EPSON T041020 CLR C62/CX3200","IMPRESISTEM","3672","3672.png","$75.924","0","1","COLOR ","Color "
"UND ","TINTA EPSON T082120 R270/590/610 NEGRA","TINTA EPSON T082120 R270/590/610 NEGRA","LEDAKON","3674","3674.png","$30.545","64","1","GN ","Genérico"
"UND ","TINTA DACTILAR SPEKTRA EN TUBO","TINTA DACTILAR SPEKTRA 80grms EN TUBO","DIMENSIONAL DE DISTRIBUCIONES LTDA","3678","3678.png","$9.554","40","2","GN ","Genérico"
"UND ","NAV CINTA TB00862 ALAMBRADA 10Y","NAV CINTA TB00862 ALAMBRADA 10Y","INACOL S A S","3695","3695.png","$15.310","8","1","GN ","Genérico"
"UND ","PORTA CDx24uds p/CARRO","PORTA CDx24uds p/CARRO","IMPRESISTEM","3697","3697.png","$3.780","0","7","GN ","Genérico"
"UND ","NAV FRASCO 041 472089","NAV FRASCO 041 472089","DISTRICOP DECORACIONES","3737","3737.png","$3.282","12","1","GN ","Genérico"
"UND ","RESALT MAPED CLASSIC PASTEL 6col","RESALT MAPED CLASSIC PASTEL 6col","MAPPED","3742","3742.png","$1.440","87","2","DURAZNO ","Durazno"
"UND ","RESALT MAPED CLASSIC PASTEL 6col","RESALT MAPED CLASSIC PASTEL 6col","MAPPED","3742","3742.png","$1.440","87","1","VERD CLAR","Verde Claro"
"UND ","RESALT MAPED CLASSIC PASTEL 6col","RESALT MAPED CLASSIC PASTEL 6col","MAPPED","3742","3742.png","$1.440","87","3","AMARILLO ","Amarillo "
"UND ","RESALT MAPED CLASSIC PASTEL 6col","RESALT MAPED CLASSIC PASTEL 6col","MAPPED","3742","3742.png","$1.440","87","1","VERDE ","Verde"
"UND ","MADERAS TORRE EIFFEL ALTURA","MADERAS TORRE EIFFEL 9cm ALTURA","POLO","3752","3752.png","$972","0","1","GN ","Genérico"
"UND ","CONFETI VARIOS TARJETA METALIZADO","CONFETI VARIOS TARJETA x 20ud METALIZADO","REPRESENTACIONES DISTRIEXITO LTDA","3785","3785.png","$1.990","44","1","GN ","Genérico"
"UND ","PLATO SEMPERTEX METALIZADO","PLATO SEMPERTEX METALIZADO 30cm","SEMPERTEX","3802","3802.png","$1.185","84","9","DORADO OR","Dorado Oro"
"UND ","PLATO SEMPERTEX METALIZADO","PLATO SEMPERTEX METALIZADO 30cm","SEMPERTEX","3802","3802.png","$1.185","84","11","PLATA ","Plata "
"UND ","CINTA PAPEL 187 32x50mtrs LISA FONDO ENT","CINTA PAPEL 187 32x50mtrs LISA FONDO ENT","JAIS","3803","3803.png","$2.203","20","3","PLATA ","Plata "
"UND ","CINTA PAPEL 187 32x50mtrs LISA FONDO ENT","CINTA PAPEL 187 32x50mtrs LISA FONDO ENT","JAIS","3803","3803.png","$2.203","20","3","AZUL NAVA","Azul Naval"
"UND ","CINTA PAPEL 187 32x50mtrs LISA FONDO ENT","CINTA PAPEL 187 32x50mtrs LISA FONDO ENT","JAIS","3803","3803.png","$2.203","20","4","AZ CELEST","Azul Celeste"
"UND ","CINTA PAPEL 187 32x50mtrs LISA FONDO ENT","CINTA PAPEL 187 32x50mtrs LISA FONDO ENT","JAIS","3803","3803.png","$2.203","20","15","DORADO OR","Dorado Oro"
"UND ","CINTA PAPEL 187 32x50mtrs LISA FONDO ENT","CINTA PAPEL 187 32x50mtrs LISA FONDO ENT","JAIS","3803","3803.png","$2.203","20","2","LILA ","Lila "
"UND ","CINTA PAPEL 187 32x50mtrs LISA FONDO ENT","CINTA PAPEL 187 32x50mtrs LISA FONDO ENT","JAIS","3803","3803.png","$2.203","20","1","NARANJA ","Naranja"
"UND ","VINIPEL STRETCH 9M 450 MT TRANSPARENTE","VINIPEL STRETCH 45CM x 9M 450 MT TRANSP","COMERC INTERN ATR Y REPRESENTACIONES","10564","10564.png","$28.350","0","22","GN ","Genérico"
"UND ","CHELINES METALIZADOS","CHELINES METALIZADOS x 100uds","INDUSTRIAS EL FARO","10568","10568.png","$4.567","32","26","SURTIDOS ","Surtidos "
"UND ","PLUMAS DE COLORES GEOZ","PLUMAS DE COLORES x25und GEOZ","GEOZ DISTRIBUCIONES","10569","10569.png","$4.537","80","2","MORADO ","Morado "
"UND ","PLUMAS DE COLORES GEOZ","PLUMAS DE COLORES x25und GEOZ","GEOZ DISTRIBUCIONES","10569","10569.png","$4.537","80","12","VERD LIMO","Verde Limón"
"UND ","PLUMAS DE COLORES GEOZ","PLUMAS DE COLORES x25und GEOZ","GEOZ DISTRIBUCIONES","10569","10569.png","$4.537","80","2","FUCSIA ","Fucsia "
"UND ","PLUMAS DE COLORES GEOZ","PLUMAS DE COLORES x25und GEOZ","GEOZ DISTRIBUCIONES","10569","10569.png","$4.537","80","1","ROSADO ","Rosado "
"UND ","PLUMAS DE COLORES GEOZ","PLUMAS DE COLORES x25und GEOZ","GEOZ DISTRIBUCIONES","10569","10569.png","$4.537","80","1","ROJO ","Rojo"
"UND ","PLUMAS DE COLORES GEOZ","PLUMAS DE COLORES x25und GEOZ","GEOZ DISTRIBUCIONES","10569","10569.png","$4.537","80","6","ROJO ","Rojo"
"UND ","PLUMAS DE COLORES GEOZ","PLUMAS DE COLORES x25und GEOZ","GEOZ DISTRIBUCIONES","10569","10569.png","$4.537","80","5","VERD OSCU","Verde Oscuro"
"UND ","PLUMAS DE COLORES GEOZ","PLUMAS DE COLORES x25und GEOZ","GEOZ DISTRIBUCIONES","10569","10569.png","$4.537","80","1","NARANJA ","Naranja"
"UND ","PLUMAS DE COLORES GEOZ","PLUMAS DE COLORES x25und GEOZ","GEOZ DISTRIBUCIONES","10569","10569.png","$4.537","80","5","BLANCO ","Blanco "
"UND ","CINTA SATIN","CINTA SATIN 9X50","LATIN IMPORT","10570","10570.png","$2.266","7","3","BLANCO ","Blanco "
"UND ","CINTA SATIN","CINTA SATIN 9X50","LATIN IMPORT","10570","10570.png","$2.266","7","16","NARANJA ","Naranja"
"UND ","CINTA SATIN","CINTA SATIN 9X50","LATIN IMPORT","10570","10570.png","$2.266","7","15","VERD CLAR","Verde Claro"
"UND ","CINTA SATIN","CINTA SATIN 9X50","LATIN IMPORT","10570","10570.png","$2.266","7","4","LILA ","Lila "
"UND ","CINTA SATIN","CINTA SATIN 9X50","LATIN IMPORT","10570","10570.png","$2.266","7","1","AZ CELEST","Azul Celeste"
"UND ","CINTA SATIN","CINTA SATIN 9X50","LATIN IMPORT","10570","10570.png","$2.266","7","17","AZ TURQUI","Azul Turquí"
"UND ","CINTA MOÑO ORGANZA IMPRESO #9 10","CINTA MOÑO ORGANZA IMPRESO #9 X 10","LATIN IMPORT","10572","10572.png","$2.160","0","2","ROSADO ","Rosado "
"UND ","CINTA ORGANZA MATE #10","CINTA ORGANZA MATE #10","LATIN IMPORT","10575","10575.png","$2.083","32","1","VERD MENT","Verde Menta"
"UND ","MOÑO ESTRELLA METALIZADO","MOÑO ESTRELLA METALIZADO 5MM X100","LATIN IMPORT","10578","10578.png","$7.636","84","14","SURTIDOS ","Surtidos "
"UND ","MOÑO ESTRELLA METALIZADO","MOÑO ESTRELLA METALIZADO 10MM X100","LATIN IMPORT","10579","10579.png","$10.800","27","27","SURTIDOS ","Surtidos "
"UND ","CUADERNO COSIDO PASTA DURA KIUT","CUAD COS PD KIUT x90hj cjx20","CARVAJAL EDUCACION","10581","10581.png","$11.691","22","16","RAYAS ","Rayas "
"UND ","CUADERNO COSIDO DINOSAURIOS NORMA","CUAD COS DINOSAURIOS 100hjs x30und NORMA","CARVAJAL EDUCACION","10583","10583.png","$6.093","36","23","RAYAS ","Rayas "
"UND ","CUADERNO COSIDO DINOSAURIOS NORMA","CUAD COS DINOSAURIOS 100hjs x30und NORMA","CARVAJAL EDUCACION","10583","10583.png","$6.093","36","5","DLL HOMBR","Dll Hombrebr"
"UND ","VINIPEL STRECH NEGRO","VINIPEL STRECH NEGRO 50cm X 450mt","COMERC INTERN ATR Y REPRESENTACIONES","10585","10585.png","$72.781","20","7","GN ","Genérico"
"UND ","BORRADOR DORICOLOR NEON SURTIDO F3","BORRADOR DORICOLOR NEON X24 SURTIDO F3","DORICOLOR","10586","10586.png","$365","25","118","SURTIDOS ","Surtidos "
"UND ","BORRADOR DORICOLOR PASTEL P3 SURTIDO","BORRADOR DORICOLOR PASTEL X24 P3 SURTIDO","DORICOLOR","10587","10587.png","$394","46","211","SURTIDOS ","Surtidos "
"UND ","RESPUESTO CUCHILLA GUILLOTINA POINTER","RESPUESTO CUCHILLA GUILLOTINA X2 POINTER","IMPROMARKAS","10588","10588.png","$9.492","12","12","GN ","Genérico"
"UND ","TARJETA NAVIDAD DE-PARA 150/180/176/207","TARJETA NAVIDAD DE-PARA 150/180/176/207","DIMATIC","10591","10591.png","$2.700","0","14","NAVIDAD ","Navidad "
"UND ","MARCADOR OE-528 PERMANENTE P.FINA UNIDAD","MARCADOR OE-528 PERMANENTE P.FINA XUND","OFIESCOLARES","10592","10592.png","$1.335","93","92","NEGRO ","Negro"
"UND ","CONTACT METRO METALIZADO PLATA","CONTACT x METRO METALIZADO PLATA","FILMTEX CONTACT","10596","10596.png","$12.960","0","2","GN ","Genérico"
"UND ","MARCADOR SHARPIE NEGRO/RJO/AZUL 12ux288uds","MARCADOR SHARPIE NGR/RJO/AZUL 12ux288uds","SANFORD","10598","10598.png","$1.890","0","8","ROJO ","Rojo"
"UND ","MARCADOR SHARPIE NEGRO/RJO/AZUL 12ux288uds","MARCADOR SHARPIE NGR/RJO/AZUL 12ux288uds","SANFORD","10598","10598.png","$1.890","0","2","ROJO ","Rojo"
"UND ","MARCADOR SHARPIE NEGRO/RJO/AZUL 12ux288uds","MARCADOR SHARPIE NGR/RJO/AZUL 12ux288uds","SANFORD","10598","10598.png","$1.890","0","159","AZUL ","Azul"
"UND ","MARCADOR SHARPIE NEGRO/RJO/AZUL 12ux288uds","MARCADOR SHARPIE NGR/RJO/AZUL 12ux288uds","SANFORD","10598","10598.png","$1.890","0","1.248","AZUL ","Azul"
"UND ","MARCADOR SHARPIE NEGRO/RJO/AZUL 12ux288uds","MARCADOR SHARPIE NGR/RJO/AZUL 12ux288uds","SANFORD","10598","10598.png","$1.890","0","36","NEGRO ","Negro"
"UND ","BOLÍGRAFO KILOM RETRAC 100 PUNTA FINA","BOLIG KILOM RETRAC 100 PUNTA FINA x144","SANFORD","10599","10599.png","$450","0","12","NEGRO ","Negro"
"UND ","BOLÍGRAFO KILOM RETRAC 100 PUNTA FINA","BOLIG KILOM RETRAC 100 PUNTA FINA x144","SANFORD","10599","10599.png","$450","0","1.724","NEGRO ","Negro"
"UND ","COSEDORA ETERNA ET713 20 hjs","COSEDORA ETERNA ET713 20 hjs","DISTRIBUIDORA PQ","10600","10600.png","$8.576","85","1","GN ","Genérico"
